Entry	Entry name
Q88FY2	6HN3M_PSEPK
Q88MG4	ACCA_PSEPK
Q88LD9	ACCD_PSEPK
Q88EA1	ACEK_PSEPK
Q88LL5	ACP_PSEPK
Q88EH6	ACSA1_PSEPK
Q88DW6	ACSA2_PSEPK
Q88QA3	ADE_PSEPK
Q88R68	AGUA_PSEPK
P0A155	AHPF_PSEPK
Q88EI9	AK_PSEPK
Q88NC6	ALG44_PSEPK
Q88NC5	ALG8_PSEPK
Q88ND5	ALGA_PSEPK
Q88RJ6	ALGB_PSEPK
Q88C93	ALGC_PSEPK
Q88NC4	ALGD_PSEPK
Q88NC8	ALGE_PSEPK
Q88ND4	ALGF_PSEPK
Q88NC9	ALGG_PSEPK
Q88ND2	ALGI_PSEPK
Q88ND3	ALGJ_PSEPK
Q88NC7	ALGK_PSEPK
Q88ND1	ALGL_PSEPK
Q88ND0	ALGX_PSEPK
P59285	ALLA_PSEPK
Q88P73	AMPA_PSEPK
Q88QQ4	ANMK_PSEPK
Q88QT7	APAG_PSEPK
Q88QT8	APAH_PSEPK
Q88M44	APEB_PSEPK
Q88F33	APT_PSEPK
Q88F17	AQPZ_PSEPK
Q88P52	ARCA_PSEPK
P0A0Z9	ARGA_PSEPK
P59300	ARGB_PSEPK
Q88QQ6	ARGC1_PSEPK
P59308	ARGC2_PSEPK
P59319	ARGD_PSEPK
P59612	ARGJ_PSEPK
P59618	ARLY_PSEPK
Q88CV2	AROB_PSEPK
Q88LU7	AROC_PSEPK
Q88CV1	AROK_PSEPK
Q88QD4	AROQ1_PSEPK
Q88K84	AROQ2_PSEPK
Q88K39	ASPQ_PSEPK
P59604	ASSY_PSEPK
Q88EI5	ASTB_PSEPK
Q88EI4	ASTD_PSEPK
Q88EI7	ASTE_PSEPK
Q88FS6	ATE_PSEPK
Q88BW8	ATP6_PSEPK
Q88BX2	ATPA_PSEPK
Q88BX4	ATPB_PSEPK
Q88BX1	ATPD_PSEPK
Q88BX5	ATPE_PSEPK
Q88BX0	ATPF_PSEPK
Q88BX3	ATPG_PSEPK
Q88BW9	ATPL_PSEPK
P0A103	ATPZ_PSEPK
Q88IY3	AZOR1_PSEPK
