Entry	Entry name
Q52M98	1433T_XENLA
Q91896	1433Z_XENLA
P29309	1433_XENLA
Q5XHK2	143BA_XENLA
Q8AVQ3	143BB_XENLA
Q6PCG0	143GA_XENLA
Q6NRY9	143GB_XENLA
A1L3L9	2ABB_XENLA
Q7ZX64	2ABD_XENLA
Q5U584	3BP5L_XENLA
Q6P7I0	3HAO_XENLA
P11434	41_XENLA
Q98998	5HT1A_XENLA
Q91559	5HT7R_XENLA
Q7ZWS2	5N3BA_XENLA
Q2TAG6	5N3BB_XENLA
Q6DKB0	5NTC_XENLA
P18844	7B2_XENLA
Q6NRD0	A13CA_XENLA
Q7ZYD9	A13CB_XENLA
Q08B09	AASDA_XENLA
Q7ZYJ9	AASDB_XENLA
Q6DCC5	AB17B_XENLA
Q6DD70	AB17C_XENLA
Q6DCV1	AB1IP_XENLA
Q6GLL2	ABH6A_XENLA
Q7SY73	ABH6B_XENLA
Q6AX59	ABHD8_XENLA
Q2TAP9	ABHDB_XENLA
Q6IRP4	ABHDD_XENLA
Q498C5	ABRAL_XENLA
Q8AVG0	ABR_XENLA
Q641E3	ACBD5_XENLA
Q4V869	ACBD6_XENLA
Q7ZYC4	ACBG2_XENLA
P22456	ACHAA_XENLA
P05377	ACHAB_XENLA
P49579	ACHB_XENLA
P09628	ACHD_XENLA
P49580	ACHE_XENLA
P05376	ACHG_XENLA
P30544	ACM4_XENLA
Q6GLK6	ACSF3_XENLA
P10995	ACT2_XENLA
P04752	ACT3_XENLA
P53505	ACT5_XENLA
P53506	ACT8_XENLA
O93400	ACTB_XENLA
P04751	ACTC_XENLA
A2BDB0	ACTG_XENLA
A0JMS7	ACY3_XENLA
Q6DE05	ACYP1_XENLA
Q8JIY1	ADA10_XENLA
Q9PSZ3	ADA11_XENLA
O42596	ADA22_XENLA
Q32NG0	ADAD1_XENLA
Q4V831	ADALA_XENLA
Q4V7V8	ADAT2_XENLA
Q6GP70	ADA_XENLA
Q6INL7	ADCK1_XENLA
P98999	ADCY9_XENLA
Q6NRK1	ADIPA_XENLA
Q6NRX3	ADIPB_XENLA
Q6GN67	ADM1A_XENLA
Q7ZXD6	ADM1B_XENLA
Q6DJH2	ADPPT_XENLA
Q7T0Q0	ADPRM_XENLA
O42574	ADRB1_XENLA
Q5FWQ0	FDX2_XENLA
Q6GR30	AEBP2_XENLA
O42470	AES_XENLA
Q6PF55	AF1L2_XENLA
P55868	AG1_XENLA
P55869	AG2_XENLA
Q6NRL1	AGAP1_XENLA
Q7ZYJ3	AGK_XENLA
Q6DCX2	AGO2_XENLA
Q4KLV6	AGO4_XENLA
Q90Y05	AGR2A_XENLA
Q7ZZH4	AGR2B_XENLA
P32303	AGTRA_XENLA
P35373	AGTRB_XENLA
Q6PAW0	AIDAA_XENLA
Q6PB19	AIDAB_XENLA
Q6GLW8	AIFM2_XENLA
Q6GMC7	AK1A1_XENLA
Q98TY9	AKT1_XENLA
Q7ZX15	AKT2A_XENLA
Q6IP76	AKT2B_XENLA
Q498F8	AKTPA_XENLA
Q5XGV8	AKTPB_XENLA
Q6GNL7	AL1L1_XENLA
Q6GM82	ALAT2_XENLA
P08759	ALBUA_XENLA
P14872	ALBUB_XENLA
Q08B22	ALG11_XENLA
Q6GPB5	ALKB5_XENLA
Q5PQ59	ALKB6_XENLA
Q9W6S5	ALLC_XENLA
Q91574	ALX1_XENLA
P08478	AMDA_XENLA
P12890	AMDB_XENLA
Q6INC4	AMER2_XENLA
Q63ZK0	AMI_XENLA
Q6PAF6	AN32A_XENLA
Q8AVC1	AN32B_XENLA
Q7ZY40	AN32E_XENLA
Q5PQ89	AN34B_XENLA
P58367	ANKH_XENLA
Q4KL97	ANKR1_XENLA
Q801E2	ANLN_XENLA
Q8AV13	ANM1A_XENLA
Q6VRB0	ANM1B_XENLA
D9IVE5	ANM2_XENLA
Q6NUA1	ANM5_XENLA
Q68EZ3	ANM6_XENLA
Q6PCI6	ANM7_XENLA
A0JMU5	ANM9_XENLA
P27006	ANX2A_XENLA
P24801	ANX2B_XENLA
Q92125	ANXA7_XENLA
Q6IRQ9	AP15A_XENLA
Q3B8E5	AP15B_XENLA
Q2T9K2	AP2E_XENLA
Q801Q8	AP2M1_XENLA
Q4V832	AP4AT_XENLA
Q6GQ63	APC16_XENLA
Q66KI8	APCD1_XENLA
P70039	APC_XENLA
Q6DDM4	API5A_XENLA
Q7ZY79	API5B_XENLA
P79960	APJA_XENLA
Q2TAD5	APJB_XENLA
Q7T287	APTX_XENLA
Q91828	AR11_XENLA
Q6DEB4	AR19A_XENLA
Q6GQG3	AR19B_XENLA
Q91827	AR1_XENLA
Q6DDX7	AR2BP_XENLA
Q3KPW4	AR6P4_XENLA
P51643	ARF1_XENLA
P51644	ARF4_XENLA
P51645	ARF6_XENLA
P30759	ARGI1_XENLA
Q4KLS8	ARGL1_XENLA
Q91553	ARGN1_XENLA
Q91554	ARGN2_XENLA
Q91555	ARGN3_XENLA
Q801G1	ARHA_XENLA
Q67FQ3	ARHB_XENLA
Q6AZR2	ARHL1_XENLA
Q32NS4	ARI1_XENLA
Q6GQD7	ARI3A_XENLA
Q8QHI3	ARL3_XENLA
Q68FK4	ARMC8_XENLA
Q5U245	ARMC9_XENLA
Q6AXB1	ARMT1_XENLA
Q7ZTP2	ARP2A_XENLA
Q7ZXV3	ARP2B_XENLA
Q66IV5	ARPIN_XENLA
P51483	ARRC_XENLA
P51477	ARRS_XENLA
Q0IHJ2	ARSK_XENLA
Q69DB9	AS1AA_XENLA
Q7T0M6	AS1AB_XENLA
Q06234	ASCL1_XENLA
Q6GM78	ASGL1_XENLA
Q9I8G4	ASHWN_XENLA
Q6GNQ1	ASNA_XENLA
Q7ZWM4	ASSY_XENLA
Q6GLY5	ASUN_XENLA
Q92123	AT1A1_XENLA
P21188	AT1B3_XENLA
Q202B1	AT1B4_XENLA
Q6DEB1	AT2L1_XENLA
Q5FWM1	ATAT_XENLA
Q58E76	ATD3A_XENLA
Q6PAX2	ATD3B_XENLA
Q6GQE7	ATG3_XENLA
Q6GPU1	ATG4A_XENLA
Q640G7	ATG4B_XENLA
Q5XH30	ATG4C_XENLA
Q68FJ9	ATG4D_XENLA
Q6DE58	ATGA1_XENLA
Q6GN29	ATLA2_XENLA
O13001	ATNG_XENLA
O13125	ATO7A_XENLA
O13126	ATO7B_XENLA
Q7T0P7	ATP23_XENLA
