Entry	Entry name
Q8ZNE0	5DNU_SALTY
P14062	6PGD_SALTY
Q8ZQR4	6PGL_SALTY
Q8ZPB6	AAC6_SALTY
Q7CPM8	AAEA_SALTY
Q8ZLP5	AAEB_SALTY
Q7CPM7	AAEX_SALTY
Q8ZMA4	AAS_SALTY
P58661	AAT_SALTY
Q8ZPC9	ABDH_SALTY
P0A1C3	ACCA_SALTY
Q7CQ41	ACCD_SALTY
P51066	ACEA_SALTY
P51067	ACEK_SALTY
P63411	ACKA_SALTY
Q8ZP52	ACNA_SALTY
Q8ZRS8	ACNB_SALTY
Q7CR41	ACPH_SALTY
P63466	ACPS_SALTY
Q8ZLE2	ACPT_SALTY
P0A6B1	ACP_SALTY
Q8ZKF6	ACSA_SALTY
Q8ZKF8	ACTP_SALTY
Q7CQS9	ACYP_SALTY
P26189	ADA_SALTY
Q8ZPL9	ADD_SALTY
P60066	ADIC_SALTY
Q8ZRA1	AES_SALTY
P30877	AGAL_SALTY
O33921	AGP_SALTY
P0A251	AHPC_SALTY
P19480	AHPF_SALTY
Q8ZNF4	AIS_SALTY
Q8ZML6	ALAE_SALTY
P37462	ALKB_SALTY
Q8ZR87	ALLA_SALTY
Q7CR08	ALLB_SALTY
Q8ZR86	ALLR_SALTY
Q9S4Y7	ALLS_SALTY
P0A1A3	ALR1_SALTY
P06191	ALR2_SALTY
Q8ZLX2	ALX_SALTY
P33772	AMIA_SALTY
P26366	AMIB_SALTY
Q8ZK29	AMPA_SALTY
P0CL03	AMPD_SALTY
P26613	AMY2_SALTY
Q8ZPN1	ANMK_SALTY
P40812	ANSP_SALTY
Q56017	APAG_SALTY
P0A1B1	APAH_SALTY
Q8ZNN5	APBC_SALTY
P41780	APBE_SALTY
P58683	APHA_SALTY
Q8ZRA2	APT_SALTY
P06189	ARAA_SALTY
P06188	ARAB_SALTY
P03022	ARAC_SALTY
P06190	ARAD_SALTY
Q8ZK33	ARCA_SALTY
Q8ZMB8	ARGA_SALTY
P63557	ARGB_SALTY
Q8ZKL8	ARGC_SALTY
P40732	ARGD_SALTY
Q8ZKL9	ARGE_SALTY
Q8ZM68	ARGO_SALTY
P58509	ARGP_SALTY
P0A1B3	ARGR_SALTY
P02911	ARGT_SALTY
Q8ZKL6	ARLY_SALTY
O52325	ARNA_SALTY
Q8ZNF3	ARNB_SALTY
O52324	ARNC_SALTY
O52326	ARND_SALTY
O52328	ARNE_SALTY
Q8ZNF0	ARNF_SALTY
O52327	ARNT_SALTY
P07637	AROA_SALTY
P77980	AROB_SALTY
P58729	AROC_SALTY
P58687	AROD_SALTY
Q8ZLN1	AROE_SALTY
P0A1B5	AROF_SALTY
Q8ZPS4	AROH_SALTY
P63601	AROK_SALTY
P63603	AROL_SALTY
P0CK99	AROP_SALTY
Q8ZKW4	ASNA_SALTY
P26474	ASRA_SALTY
P26475	ASRB_SALTY
P0A1Y2	ASRC_SALTY
Q8ZPK9	ASR_SALTY
Q8ZLT0	ASSY_SALTY
Q8ZPV1	ASTA_SALTY
Q8ZPU9	ASTB_SALTY
Q8ZPV2	ASTC_SALTY
Q8ZPV0	ASTD_SALTY
Q8ZPU8	ASTE_SALTY
P36640	ATMA_SALTY
P22036	ATMB_SALTY
Q7CPE3	ATP6_SALTY
Q7CPE1	ATPA_SALTY
Q7CPE2	ATPB_SALTY
Q7CPE5	ATPD_SALTY
P0A1B7	ATPE_SALTY
Q7CPE4	ATPF_SALTY
Q8ZKW8	ATPG_SALTY
P68704	ATPL_SALTY
P63462	AZOR_SALTY
Q8ZRP0	BAMA_SALTY
H9L451	BAMB_SALTY
Q7CPZ3	BAME_SALTY
P36556	BASR_SALTY
P36557	BASS_SALTY
Q93IN2	BCSA_SALTY
Q93IN1	BCSB_SALTY
Q8ZLB8	BCSC_SALTY
Q8ZLB5	BCSE_SALTY
Q7CPI8	BCSF_SALTY
Q7CPI7	BCSG_SALTY
Q8ZLB6	BCSQ_SALTY
P65641	BDM_SALTY
P66950	BEPA_SALTY
P0A1Z6	BFD_SALTY
O68926	BFR_SALTY
Q56078	BGLX_SALTY
P25927	BIGA_SALTY
P12677	BIOA_SALTY
P12678	BIOB_SALTY
Q8ZQQ6	BIOC_SALTY
Q8ZQQ5	BIOD1_SALTY
Q8ZPK6	BIOD2_SALTY
Q8ZQQ7	BIOF_SALTY
Q8ZLI9	BIOH_SALTY
P37416	BIRA_SALTY
P0A1W8	BRNQ_SALTY
P37409	BTUB_SALTY
Q8ZPS8	BTUC_SALTY
P63351	BTUD_SALTY
Q8ZRP7	BTUF_SALTY
P31570	BTUR_SALTY
P63727	C562_SALTY
Q8ZRX2	CAIA_SALTY
Q8ZRX3	CAIB_SALTY
Q8ZRX4	CAIC_SALTY
Q8ZRX5	CAID_SALTY
Q8ZRX6	CAIE_SALTY
Q8ZRX1	CAIT_SALTY
Q8ZKM0	CAPP_SALTY
P14845	CARA_SALTY
P14846	CARB_SALTY
P29946	CBIA_SALTY
Q05600	CBIB_SALTY
Q05601	CBIC_SALTY
Q05628	CBID_SALTY
P0A2H1	CBIE_SALTY
P0A2G9	CBIF_SALTY
Q05631	CBIG_SALTY
Q05590	CBIH_SALTY
Q05591	CBIJ_SALTY
Q05592	CBIK_SALTY
Q05593	CBIL_SALTY
Q05594	CBIM_SALTY
Q05595	CBIN_SALTY
Q05596	CBIO_SALTY
Q05597	CBIP_SALTY
Q05598	CBIQ_SALTY
Q05632	CBIT_SALTY
P63263	CBPA_SALTY
Q7CQS3	CBPM_SALTY
Q8ZLY4	CCA_SALTY
Q8ZKZ9	CCMA1_SALTY
P61378	CCMA2_SALTY
Q8XG35	CCME_SALTY
Q8ZNM0	CDD_SALTY
P26219	CDH_SALTY
Q8ZPU0	CEDA_SALTY
P0A1D5	CH10_SALTY
P0A1D3	CH60_SALTY
Q8ZPU1	CHBG_SALTY
P09384	CHEA_SALTY
P04042	CHEB_SALTY
P07801	CHER_SALTY
P06110	CHEW_SALTY
P0A2D5	CHEY_SALTY
P07800	CHEZ_SALTY
Q7CQY4	CHIP_SALTY
Q8ZQX4	CHIQ_SALTY
Q8ZPU6	CHO_SALTY
O68883	CISY_SALTY
P0A2G3	CITA_SALTY
P37463	CITB_SALTY
Q7CQZ6	CITD1_SALTY
Q7CR91	CITD2_SALTY
Q8ZRX9	CITG1_SALTY
Q8ZR14	CITG2_SALTY
P0A2F8	CITN_SALTY
Q8ZRP8	CLCA_SALTY
Q8ZPK5	CLCB_SALTY
Q7CQ01	CLPB_SALTY
P0A1D7	CLPP_SALTY
P67649	CLPS_SALTY
Q8ZRC0	CLPX_SALTY
P63798	CLSA_SALTY
Q8ZQP4	CLSB_SALTY
Q7CQC4	CMOA_SALTY
Q8ZNV1	CMOB_SALTY
Q9L9K3	COAA_SALTY
Q8ZL48	COAD_SALTY
P63828	COAE_SALTY
P39701	COBC_SALTY
P97084	COBD_SALTY
Q05602	COBS_SALTY
Q05603	COBT_SALTY
Q05599	COBU_SALTY
Q8ZRB6	COF_SALTY
Q8ZR95	COPA_SALTY
P0A2R8	CORA_SALTY
P0A2L3	CORC_SALTY
P26265	CPDB_SALTY
Q7CPC0	CPTA_SALTY
P0A2P8	CRA_SALTY
P63866	CRCB_SALTY
