Entry	Entry name
Q57M23	5DNU_SALCH
Q57RH2	6PGL_SALCH
Q57JA3	AAEA_SALCH
Q57JA4	AAEB_SALCH
Q57JA2	AAEX_SALCH
Q57KA7	AAS_SALCH
Q57P61	ABDH_SALCH
Q57T23	ACCA_SALCH
Q57LY8	ACCD_SALCH
Q57H42	ACEK_SALCH
Q57SG0	ACPH_SALCH
Q57LD4	ACPS_SALCH
Q57QG1	ACP_SALCH
Q57GV4	ACTP_SALCH
Q57S73	AES_SALCH
Q57M58	AIS_SALCH
Q57S43	ALLB_SALCH
Q57S48	ALLR_SALCH
Q57S50	ALLS_SALCH
Q57GC3	AMPA_SALCH
Q57PJ1	ANMK_SALCH
Q57TH1	APAG_SALCH
Q57TH2	APAH_SALCH
Q57S81	APT_SALCH
Q57TF9	ARAA_SALCH
Q57GD5	ARCA_SALCH
Q57H94	ARGB_SALCH
Q57H96	ARGE_SALCH
Q57K48	ARGO_SALCH
Q57K51	ARGP_SALCH
Q57JA8	ARGR_SALCH
Q57H93	ARLY_SALCH
P0C0R6	ARNA_SALCH
Q57M57	ARNB_SALCH
Q57M56	ARNC_SALCH
Q57M55	ARND_SALCH
Q57M53	ARNE_SALCH
Q57M52	ARNF_SALCH
Q57M54	ARNT_SALCH
Q57R23	AROA_SALCH
Q57IY8	AROB_SALCH
Q57LX0	AROC_SALCH
Q57PS8	AROD_SALCH
Q57J69	AROE_SALCH
Q57IY7	AROK_SALCH
Q57SH6	AROL_SALCH
Q57HW6	ASNA_SALCH
Q57PX9	ASTC_SALCH
Q57PX7	ASTE_SALCH
Q57HX3	ATP6_SALCH
Q57HX7	ATPA_SALCH
Q57HX9	ATPB_SALCH
Q57HX6	ATPD_SALCH
Q57HY0	ATPE_SALCH
Q57HX5	ATPF_SALCH
Q57HX8	ATPG_SALCH
Q57HX4	ATPL_SALCH
Q57P18	AZOR_SALCH
Q57T31	BAMA_SALCH
Q57RG3	BIOB_SALCH
Q57RG2	BIOF_SALCH
Q57IW5	BIOH_SALCH
Q57H87	BTUB_SALCH
Q57PU6	BTUC_SALCH
Q57PU4	BTUD_SALCH
Q57T49	BTUF_SALCH
Q57TI8	CAIA_SALCH
Q57TI9	CAIB_SALCH
Q57TJ0	CAIC_SALCH
Q57TJ1	CAID_SALCH
Q57TJ2	CAIE_SALCH
Q57TI7	CAIT_SALCH
Q57H97	CAPP_SALCH
Q57MW3	CBIB_SALCH
Q57MW5	CBID_SALCH
Q57MX5	CBIN_SALCH
Q57QP2	CBPA_SALCH
Q57QP3	CBPM_SALCH
Q57JQ5	CCA_SALCH
Q57M97	CCMA1_SALCH
Q57I19	CCMAE_SALCH
Q57MA1	CCME1_SALCH
Q57MF5	CDD_SALCH
Q57PW5	CEDA_SALCH
Q57GP7	CH60_SALCH
Q57PW7	CHBG_SALCH
Q57N81	CHEB_SALCH
Q57TJ8	CITG1_SALCH
Q57RV7	CITG2_SALCH
Q57T52	CLCA_SALCH
Q57SB5	CLPP_SALCH
Q57R56	CLPS_SALCH
Q57SB4	CLPX_SALCH
Q57NS0	CLSA_SALCH
Q57N92	CMOA_SALCH
Q57N91	CMOB_SALCH
Q57H79	COAA_SALCH
Q57IA8	COAD_SALCH
Q57TB6	COAE_SALCH
Q57MX8	COBQ_SALCH
Q57MY0	COBS_SALCH
Q57SA6	COF_SALCH
Q57HQ5	CORA_SALCH
Q57RU6	CRCB_SALCH
Q57ST5	CRL_SALCH
Q57KU7	CSRA_SALCH
Q57GQ4	CUTA_SALCH
Q57HR5	CYAY_SALCH
Q57SC4	CYOE_SALCH
Q57KJ1	CYSC_SALCH
Q57KI9	CYSD_SALCH
Q57IZ5	CYSG_SALCH
Q57KH9	CYSH_SALCH
Q57KH8	CYSI_SALCH
Q57KH7	CYSJ_SALCH
Q57KJ0	CYSN_SALCH
Q57NK9	DADA_SALCH
Q57TJ7	DAPB_SALCH
Q57T42	DAPD_SALCH
Q57LM8	DAPE_SALCH
Q57MN2	DCD_SALCH
Q57IK8	DCTA_SALCH
Q57H58	DCUP_SALCH
Q57N48	DCYD_SALCH
Q57J64	DEF_SALCH
Q57G39	DEOB_SALCH
Q57G38	DEOD_SALCH
Q57LJ0	DER_SALCH
Q57I11	DGOD_SALCH
Q57T47	DGTP_SALCH
Q57JJ9	DIAA_SALCH
Q57RD7	DING_SALCH
Q57I00	DNAA_SALCH
Q57TP2	DNAJ_SALCH
Q57TP3	DNAK_SALCH
Q57G60	DNAT_SALCH
Q57LT1	DNLJ_SALCH
Q57SU1	DPO4_SALCH
Q57RC9	DPS_SALCH
Q57NK5	DSBB_SALCH
Q57GQ5	DSBD_SALCH
Q57JR8	DSBI_SALCH
Q57N17	DSRB_SALCH
Q57HI8	DTD_SALCH
Q57RM6	DTPD_SALCH
Q57IA2	DUT_SALCH
Q57T35	DXR_SALCH
Q57SE2	DXS_SALCH
Q57K44	E4PD_SALCH
